,challenge,understanding,inclusion,leadership,work,work_from_home,rights,burnout,issue,fatigue,awareness,skill,communication,result,learning,mental_health,discrimination,tolerance,advocacy,acceptance,new_normal,accessibility,lockdown,anxiety,depression,home_schooling,job,support,workplace,training,productivity,career,diversity,rest,pandemic,project,permanent,role,policy,isolation,meeting,task,employment,fear,recovery,compliance,balance,coaching,empathy,head,social_distancing,goal,position,manager,overload,accountability,deadline,shift,problem,target,management,routine,growth,remote_work,stress,commitment,online_learning,remote_learning,quarantine,mastery,mentorship,harassment,accommodation,resilience,discussion,shutdown,regulation,boss,feedback,standard,partnership,loneliness,coordinator,performance,development,direction,difficulty,frustration,law,break,oversight,equity,director,hours,dedication,collaboration,reopening,cooperation,rule,contract,leave,responsibility,office,sensory_environment,telecommuting,unemployment,sensitivity,achievement,guidance,virtual_work,containment,pressure,hurdle,team_leader,promotion,objective,occupation,expertise,chief,officer,virtual_meeting,ethics,freelance,flexibility,output,interaction,profession,fairness,obstacle,vacation,home_office,stability,honesty,efficiency,schedule,integrity,milestone,adjustment,vocation,supervisor,time_off,temporary,reliability,leisure,teamwork,boredom,uncertainty,appraisal,furlough,supervision,workload,lifting,assignment,advancement,cubicle,synergy,guideline,competency,desk,administrator,relaxation,procedure,health_crisis,loyalty,economic_impact,confinement,downtime,overtime,restriction,subordinate,digital_workspace,punctuality,outbreak,job_loss,online_platform,flexible_schedule,workstation,virtual_collaboration
2020-08-20,1.0,1.0,6.0,,9.0,,2.0,4.0,,,9.0,,,,3.0,4.0,,,1.0,3.0,,1.0,,2.0,,,3.0,3.0,,,,,4.0,1.0,1.0,,,,,,,,3.0,,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,2.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
2020-08-22,1.0,1.0,3.0,,4.0,,6.0,,2.0,,6.0,,2.0,,8.0,5.0,,,1.0,,,1.0,,,,,,8.0,,1.0,4.0,,3.0,2.0,3.0,,,1.0,,,,2.0,,,1.0,,,,,1.0,,,,,,,,,3.0,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-24,2.0,1.0,2.0,1.0,10.0,,1.0,,1.0,,3.0,,,1.0,6.0,4.0,,,3.0,4.0,,2.0,,4.0,2.0,,2.0,13.0,2.0,8.0,1.0,,4.0,,4.0,3.0,,,,,,,,2.0,,,,,1.0,1.0,,1.0,2.0,,,,,,,,,,,,2.0,,,,,,,,,1.0,3.0,,,,,,,,,,2.0,,,,,1.0,,,,2.0,,,1.0,,,,,,3.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
2020-08-25,2.0,1.0,1.0,,7.0,,1.0,,1.0,,7.0,,,2.0,2.0,7.0,,,,2.0,1.0,,,4.0,2.0,,,2.0,2.0,1.0,,2.0,5.0,,3.0,2.0,,1.0,,,,1.0,6.0,,1.0,,1.0,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,2.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-05,1.0,,1.0,,4.0,,,,1.0,,13.0,,,,5.0,6.0,,,,2.0,,3.0,,5.0,1.0,,1.0,8.0,1.0,4.0,,,1.0,2.0,2.0,,,2.0,,,,,1.0,,,,,1.0,,1.0,,,,1.0,2.0,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-08,1.0,4.0,9.0,2.0,6.0,,3.0,,,,16.0,,2.0,,11.0,9.0,2.0,,,6.0,1.0,2.0,,4.0,2.0,,3.0,8.0,6.0,6.0,,2.0,12.0,,1.0,2.0,,,,,1.0,,7.0,1.0,,,1.0,,1.0,,,1.0,,,,1.0,,,3.0,,1.0,,1.0,,3.0,,,,,,,,1.0,,2.0,,,,,,1.0,,,1.0,1.0,,,,,2.0,,3.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-11,1.0,4.0,6.0,1.0,11.0,,2.0,,1.0,,10.0,,1.0,,6.0,5.0,,,,9.0,,6.0,,1.0,1.0,,1.0,9.0,6.0,3.0,,,2.0,,2.0,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,,,,2.0,,,,,2.0,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-14,1.0,3.0,5.0,,3.0,,1.0,,2.0,,5.0,,,,11.0,6.0,,,,7.0,,6.0,,,1.0,,,13.0,5.0,4.0,,1.0,5.0,,4.0,2.0,,,,,,1.0,8.0,1.0,,,,,,1.0,,,,,,,,2.0,,1.0,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,3.0,1.0,2.0,,,7.0,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-23,1.0,5.0,3.0,,8.0,1.0,1.0,1.0,,,6.0,,,3.0,21.0,7.0,2.0,,1.0,2.0,,,,4.0,1.0,,3.0,55.0,9.0,1.0,,,7.0,2.0,,2.0,,1.0,,,,,4.0,,,,,,,2.0,,,1.0,,2.0,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,1.0,,,,2.0,2.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-25,1.0,4.0,13.0,,19.0,,1.0,,,,14.0,,1.0,,4.0,7.0,,1.0,3.0,1.0,,1.0,,1.0,,,4.0,42.0,13.0,1.0,,,8.0,,1.0,4.0,,,1.0,1.0,,,3.0,,,,,,3.0,2.0,,,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,,,,3.0,,1.0,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-27,1.0,3.0,8.0,1.0,9.0,,6.0,,,,10.0,,1.0,1.0,5.0,3.0,1.0,,1.0,1.0,,12.0,,,,,,9.0,1.0,2.0,,,5.0,,1.0,,,1.0,,,1.0,,2.0,,,,,,1.0,,,,1.0,,,,,,2.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29,1.0,2.0,13.0,,25.0,,2.0,,3.0,,16.0,1.0,2.0,,10.0,8.0,1.0,,1.0,5.0,,,2.0,2.0,,,7.0,12.0,8.0,1.0,1.0,2.0,12.0,1.0,1.0,1.0,,,1.0,,1.0,,3.0,1.0,,,,,,,,,,,,,,3.0,3.0,,1.0,,1.0,,,,,,,,,,,,4.0,,,,1.0,,,1.0,,2.0,2.0,,,,4.0,,,2.0,2.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2020-10-01,1.0,9.0,23.0,2.0,36.0,,,,3.0,,37.0,,5.0,,7.0,9.0,1.0,,1.0,3.0,,1.0,,5.0,2.0,,3.0,17.0,11.0,3.0,2.0,,14.0,,2.0,4.0,,2.0,,,1.0,1.0,11.0,,,,,2.0,2.0,,,,1.0,,1.0,,,,1.0,,1.0,,1.0,,4.0,,,,,,,1.0,,,3.0,,,,,,,,,,4.0,,,,9.0,2.0,,1.0,,,,2.0,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-02,1.0,4.0,23.0,,25.0,,2.0,,2.0,,28.0,,,,4.0,7.0,1.0,,,4.0,,3.0,,3.0,1.0,,,21.0,6.0,6.0,1.0,1.0,6.0,,2.0,,,2.0,1.0,,,1.0,,1.0,1.0,,,2.0,,2.0,,,,,,,,3.0,,,,,,1.0,2.0,,,,,,,,,,2.0,,,,,1.0,,,,1.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-06,1.0,5.0,20.0,1.0,21.0,,3.0,,3.0,,50.0,,,,7.0,13.0,1.0,,,3.0,,1.0,1.0,3.0,4.0,,5.0,19.0,13.0,6.0,1.0,1.0,18.0,,1.0,4.0,,2.0,1.0,,1.0,,9.0,3.0,1.0,,1.0,,,,,,1.0,,,,,,2.0,,,,,1.0,,,1.0,1.0,,,,,1.0,,2.0,,,,1.0,3.0,3.0,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
2020-10-07,1.0,4.0,19.0,2.0,21.0,,3.0,,,,36.0,,,1.0,8.0,19.0,2.0,1.0,2.0,3.0,,5.0,,8.0,4.0,,2.0,11.0,20.0,1.0,,1.0,17.0,,2.0,3.0,,4.0,1.0,,4.0,,7.0,,,,,1.0,2.0,,,,,,1.0,,,1.0,4.0,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,1.0,,,1.0,1.0,,,,,3.0,3.0,,1.0,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
2020-10-08,1.0,4.0,10.0,1.0,12.0,,3.0,,1.0,,32.0,,,,24.0,14.0,,,1.0,1.0,,,2.0,,1.0,,3.0,10.0,12.0,2.0,,,8.0,,2.0,,,4.0,1.0,,,,,3.0,,,,1.0,,1.0,,1.0,1.0,,,,,,3.0,,,,,,,,,,,,,,,,1.0,,,,1.0,2.0,1.0,,,,,1.0,,,4.0,,,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
2020-10-13,1.0,4.0,11.0,,21.0,,,,2.0,,23.0,,3.0,,16.0,14.0,,,1.0,2.0,1.0,1.0,2.0,4.0,1.0,,4.0,16.0,16.0,9.0,1.0,3.0,17.0,1.0,,2.0,,,,,,,9.0,,,,1.0,1.0,,3.0,,,1.0,1.0,,,,1.0,4.0,,1.0,,,1.0,1.0,,,1.0,,1.0,,,,1.0,3.0,,2.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-16,1.0,5.0,8.0,1.0,16.0,,1.0,,,,13.0,,3.0,1.0,5.0,6.0,,,,3.0,1.0,,,1.0,,,,6.0,1.0,1.0,,,3.0,,2.0,2.0,,1.0,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,1.0,,2.0,,3.0,3.0,1.0,,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
2020-10-22,1.0,3.0,17.0,1.0,9.0,,1.0,,,,32.0,,1.0,,,8.0,,,1.0,,,,,,,,1.0,5.0,7.0,2.0,1.0,,13.0,,1.0,2.0,,1.0,1.0,,4.0,2.0,9.0,,,,,,,,,3.0,,1.0,,,1.0,,1.0,2.0,1.0,,,1.0,,,1.0,,,,,,,1.0,4.0,,,,,,1.0,1.0,,1.0,,,,,6.0,2.0,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-10-23,1.0,2.0,21.0,1.0,8.0,,5.0,,,,17.0,1.0,,1.0,9.0,11.0,1.0,,,3.0,,,1.0,4.0,1.0,,3.0,13.0,11.0,1.0,,,14.0,1.0,1.0,4.0,,1.0,,,1.0,,,,,1.0,1.0,,,1.0,,,1.0,,2.0,,,,,,,,,,2.0,,,,,,,1.0,,,2.0,,,,,1.0,3.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
2020-10-25,1.0,2.0,9.0,3.0,9.0,,2.0,,1.0,,4.0,1.0,1.0,,6.0,8.0,,,,1.0,,,,1.0,1.0,,,7.0,1.0,2.0,,1.0,12.0,,,,,,,,,,2.0,,1.0,,,,,1.0,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26,1.0,2.0,12.0,7.0,15.0,,4.0,1.0,1.0,,17.0,,1.0,,8.0,9.0,,,2.0,,,,,1.0,1.0,,5.0,14.0,13.0,2.0,1.0,,6.0,2.0,,,,1.0,,,,,1.0,,,,,4.0,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
2020-10-28,2.0,4.0,47.0,3.0,29.0,,5.0,1.0,1.0,,34.0,,1.0,,4.0,9.0,,,1.0,4.0,,4.0,1.0,5.0,1.0,,6.0,24.0,14.0,1.0,,3.0,12.0,,2.0,3.0,,1.0,,,,,22.0,,,,,,,2.0,,,,7.0,1.0,,,2.0,3.0,,3.0,,,,1.0,6.0,,,,,,,,,3.0,,,,,,4.0,,,,,,,,2.0,,,1.0,1.0,2.0,,,,,,,1.0,2.0,,,,,1.0,,2.0,,,1.0,,,,,1.0,,,,,1.0,,,,,1.0,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-01,3.0,4.0,2.0,,6.0,,,1.0,2.0,,1.0,,,1.0,,2.0,,,2.0,2.0,1.0,,1.0,1.0,,,2.0,4.0,4.0,2.0,,2.0,3.0,,,,,1.0,,,,,1.0,1.0,,,1.0,,1.0,,,1.0,,,,,,,2.0,,,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
2020-11-02,1.0,6.0,19.0,2.0,7.0,,1.0,,2.0,,16.0,,,1.0,10.0,16.0,,,,,1.0,1.0,2.0,,,,4.0,9.0,8.0,5.0,1.0,1.0,11.0,2.0,,1.0,,1.0,,,,,3.0,1.0,1.0,,,1.0,,1.0,,1.0,1.0,,,,1.0,1.0,,,,1.0,,,1.0,,,,1.0,,,,1.0,,1.0,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,2.0,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-05,1.0,,7.0,4.0,12.0,1.0,2.0,,,,9.0,,,,12.0,11.0,1.0,1.0,2.0,,,1.0,2.0,1.0,1.0,,,8.0,13.0,,1.0,,10.0,2.0,1.0,1.0,,2.0,,1.0,1.0,,3.0,,,,,,1.0,,,,2.0,,1.0,,,,3.0,,,,1.0,1.0,,1.0,,,1.0,,,1.0,,,2.0,,,,,,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,2.0,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-12,5.0,3.0,13.0,4.0,6.0,,,,,,6.0,1.0,1.0,1.0,6.0,5.0,,,3.0,5.0,,,1.0,6.0,1.0,,1.0,14.0,3.0,2.0,,,13.0,,,2.0,,3.0,1.0,3.0,2.0,,6.0,,,,,,1.0,2.0,,1.0,,,2.0,,1.0,3.0,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,,1.0,,,,2.0,,,,1.0,,,,,3.0,,,,,,1.0,,,,,1.0,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
2020-11-13,2.0,6.0,15.0,,11.0,,3.0,,3.0,,2.0,,1.0,,7.0,8.0,,,,4.0,,,1.0,5.0,,,3.0,12.0,5.0,1.0,1.0,,32.0,1.0,2.0,1.0,,1.0,,,1.0,,,,1.0,,,,1.0,1.0,,,1.0,,1.0,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,1.0,1.0,,,,2.0,,,,,,1.0,,,,,1.0,,1.0,1.0,2.0,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-14,1.0,5.0,4.0,1.0,8.0,,2.0,,,,11.0,,,1.0,6.0,7.0,,,5.0,6.0,,,3.0,2.0,,,1.0,9.0,5.0,3.0,1.0,,15.0,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-17,2.0,7.0,19.0,1.0,19.0,,1.0,,3.0,,14.0,,2.0,,12.0,12.0,,,1.0,8.0,,,1.0,1.0,,,1.0,14.0,5.0,3.0,1.0,2.0,13.0,1.0,1.0,1.0,,,1.0,,2.0,1.0,4.0,2.0,,,,,,1.0,,,1.0,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,2.0,,,,,,2.0,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-18,2.0,7.0,16.0,,21.0,,,1.0,2.0,,14.0,,1.0,1.0,12.0,16.0,,,2.0,2.0,,3.0,1.0,2.0,1.0,,1.0,13.0,7.0,3.0,,2.0,16.0,,2.0,4.0,,1.0,,,4.0,1.0,3.0,1.0,,,1.0,,,,,,2.0,1.0,1.0,,2.0,,1.0,,,1.0,,,3.0,1.0,,,,,1.0,,,,3.0,,,,,,,1.0,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-19,2.0,6.0,18.0,,11.0,,,,,,5.0,1.0,,1.0,2.0,14.0,,,1.0,2.0,,2.0,3.0,2.0,1.0,,1.0,7.0,9.0,4.0,1.0,1.0,8.0,,,,,2.0,,,,,3.0,,,,,,1.0,,,,1.0,,,,,1.0,1.0,,,,1.0,,1.0,1.0,,,,,,,,,5.0,,,,2.0,,,,,,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,2.0,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-20,3.0,6.0,14.0,1.0,16.0,,3.0,,2.0,,9.0,,3.0,,15.0,9.0,2.0,,1.0,5.0,,,,4.0,,,,18.0,4.0,1.0,,,12.0,1.0,2.0,5.0,1.0,3.0,,,,,4.0,1.0,,,,,1.0,,,,1.0,2.0,,,1.0,2.0,3.0,,4.0,1.0,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,2.0,,,,2.0,,,,1.0,1.0,,2.0,1.0,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-21,1.0,2.0,5.0,,10.0,,3.0,,3.0,,12.0,,,,9.0,8.0,2.0,,1.0,7.0,,2.0,,1.0,1.0,,2.0,5.0,6.0,2.0,1.0,,27.0,1.0,,2.0,,2.0,,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,3.0,,,,,,,3.0,,,,,,,,1.0,,1.0,,,,2.0,,,,,,2.0,,,,1.0,,,,,,,2.0,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-22,1.0,5.0,5.0,,6.0,,,,2.0,,15.0,,2.0,1.0,3.0,7.0,1.0,,2.0,10.0,,2.0,,1.0,,,1.0,5.0,3.0,5.0,,1.0,8.0,,,,,1.0,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-24,1.0,3.0,9.0,1.0,16.0,,,,,,5.0,,1.0,,7.0,16.0,,,1.0,2.0,,1.0,,3.0,2.0,,2.0,9.0,6.0,4.0,,1.0,10.0,,,2.0,,2.0,1.0,,,,3.0,,,,,,1.0,,,,1.0,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,1.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-25,2.0,3.0,11.0,,13.0,,2.0,1.0,2.0,,11.0,,,,5.0,9.0,,,,5.0,,5.0,,4.0,3.0,,4.0,13.0,7.0,5.0,,1.0,10.0,,1.0,2.0,,,1.0,,,,2.0,,,,,1.0,3.0,,,,,1.0,,,,,,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,3.0,,,,,2.0,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-26,1.0,3.0,16.0,2.0,7.0,,3.0,,1.0,,5.0,,2.0,,7.0,12.0,,,,6.0,,3.0,,3.0,5.0,1.0,,4.0,21.0,3.0,,,34.0,1.0,1.0,1.0,1.0,,,,,,3.0,,,,,,2.0,,,,,,,,,2.0,1.0,,,,,,2.0,,,,1.0,,,,,,3.0,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-28,3.0,4.0,3.0,,5.0,,4.0,,,,3.0,,1.0,,3.0,3.0,,1.0,,3.0,,1.0,1.0,,,,,2.0,4.0,1.0,,,10.0,,,2.0,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-01,2.0,6.0,32.0,,18.0,,,,1.0,1.0,20.0,,,,4.0,8.0,,,,11.0,,1.0,,5.0,1.0,,1.0,17.0,13.0,7.0,,1.0,31.0,,2.0,5.0,1.0,1.0,,,2.0,,5.0,1.0,1.0,,,,1.0,4.0,,1.0,,,1.0,,,,2.0,,2.0,,2.0,,3.0,,,,,,,,,1.0,3.0,,,,,,1.0,,1.0,3.0,,1.0,,,3.0,,,1.0,,,,,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-02,3.0,4.0,15.0,3.0,15.0,,1.0,,,,10.0,,1.0,1.0,11.0,7.0,1.0,,2.0,4.0,,3.0,1.0,5.0,1.0,,1.0,9.0,10.0,2.0,,1.0,11.0,,,4.0,,,2.0,,1.0,,4.0,,,,,,,2.0,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,,,,1.0,1.0,1.0,2.0,,1.0,,,,,1.0,,,2.0,,1.0,,,,,3.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
